"爬取数量: 1650, 更新时间: 2025-06-21 19:59:34"
标题,区域,地块,小区,面积,朝向,户型,楼层信息,价格,标签,详情页链接,维护时间
独栋·盈雄物业 谭村店 房东直租/凯旋新世界114平/两房一厅/珠江公园旁 2室1厅,仅剩1间,145.00㎡,1间在租,2室1厅1卫,null,null,null,15999,独栋公寓|月租|拎包入住|近地铁|精装|有阳台|开放厨房,https://gz.lianjia.com/zufang//apartment/75558.html,null
整租·时代印记(广州) 4室2厅 东南,黄埔,知识城,时代印记(广州),124.00㎡,东南,4室2厅2卫,高楼层 （32层）,3000,近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1697972204752338944.html,null
整租·科慧花园 4室2厅 南,增城,朱村,科慧花园,118.00㎡,南,4室2厅2卫,中楼层 （28层）,2000,近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1697923494358024192.html,4天前维护
整租·小东园 2室2厅 南,越秀,东山口,小东园,80.00㎡,南,2室2厅1卫,低楼层 （7层）,6200,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1700365345589559296.html,null
整租·亚运城运动员村四区 3室2厅 南,番禺,亚运城,亚运城运动员村四区,138.00㎡,南,3室2厅2卫,中楼层 （11层）,4100,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ1859897005602504704.html,1天前维护
整租·光大花园水岸榕城 1室0厅 东,海珠,工业大道北,光大花园水岸榕城,12.00㎡,东,1室0厅0卫,地下室 （18层）,1200,近地铁,https://gz.lianjia.com/zufang//zufang/GZ1862340981966241792.html,null
整租·金满花园 3室2厅 西南,白云,金沙洲,金满花园,110.00㎡,西南,3室2厅1卫,中楼层 （9层）,3000,近地铁|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1860958736412049408.html,1天前维护
整租·流花广场 2室1厅 东南,越秀,东风西,流花广场,52.00㎡,东南,2室1厅1卫,中楼层 （17层）,3300,近地铁,https://gz.lianjia.com/zufang//zufang/GZ1861011318723575808.html,null
整租·建设二马路 2室1厅 南/北,越秀,建设路,建设二马路,78.70㎡,南 北,2室1厅1卫,高楼层 （9层）,2800,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1860989867270340608.html,null
独栋·泊寓 尚城店 【签约12个月9折 首月签约减500元】近开发区 直租无中介费 近南岗  阳光复式 近十二人民医院 开间,仅剩1间,23.90㎡,1间在租,1室0厅1卫,null,null,null,1505,独栋公寓|月租|精装|押一付一,https://gz.lianjia.com/zufang//apartment/61548.html,null
整租·广州星河湾荟心园 3室2厅 南/北,番禺,星河湾,广州星河湾荟心园,155.00㎡,南 北,3室2厅2卫,中楼层 （10层）,6300,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ1861367997776527360.html,5天前维护
整租·保利西悦湾观澜 3室2厅 南,荔湾,汾水,保利西悦湾观澜,88.00㎡,南,3室2厅2卫,低楼层 （26层）,4800,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ1861392279143448576.html,5天前维护
整租·中建玖玥湾 4室2厅 南/北,南沙,南沙港,中建玖玥湾,122.49㎡,南 北,4室2厅2卫,中楼层 （23层）,4000,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1864147184681746432.html,null
独栋·青蓝国际社区 广卫路店 详情看清楚再问，水5元，电1.5元，1.7米超高loft复式 1室1厅,仅剩1间,20.00㎡,1间在租,1室1厅1卫,null,null,null,2499,新上|独栋公寓|月租|近地铁|精装|有阳台|开放厨房,https://gz.lianjia.com/zufang//apartment/63718.html,null
整租·天河东远洋宿舍 2室1厅 东/南/西,天河,体育中心,天河东远洋宿舍,70.00㎡,东 南 西,2室1厅1卫,低楼层 （18层）,4500,近地铁,https://gz.lianjia.com/zufang//zufang/GZ1864166919846756352.html,null
整租·恒大山水城 4室2厅 复式 北,增城,中新镇,恒大山水城,80.00㎡,北,4室2厅2卫,低楼层 （18层）,1980,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1862798099332726784.html,null
整租·高德公馆 3室2厅 南,天河,珠江新城中,高德公馆,152.12㎡,南,3室2厅2卫,中楼层 （45层）,18800,近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1862796471863083008.html,1天前维护
整租·雅居乐雍逸豪庭 3室2厅 南,花都,新区,雅居乐雍逸豪庭,125.00㎡,南,3室2厅2卫,中楼层 （18层）,3550,近地铁|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ1863096484405182464.html,null
整租·祈福新村C区 2室2厅 北,番禺,祈福新村,祈福新村C区,63.50㎡,北,2室2厅1卫,低楼层 （4层）,2850,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1863216783373107200.html,null
合租·金燕花园 6居室 南卧,天河,燕塘,金燕花园,20.00㎡,南,6室6厅6卫,高楼层 （22层）,2000,近地铁,https://gz.lianjia.com/zufang//zufang/GZ1864290794916020224.html,1天前维护
独栋·租德公寓 龙蟠花园店 房东直租 三房两卫 南向高层 望江 金融城 龙蟠花园 安静 3室2厅,仅剩1间,112.00㎡,1间在租,3室2厅2卫,null,null,null,5888,新上|独栋公寓|拎包入住|近地铁|精装|有阳台|开放厨房,https://gz.lianjia.com/zufang//apartment/62154.html,null
整租·天盈广场 1室0厅 东,天河,珠江新城中,天盈广场,20.00㎡,东,1室0厅0卫,地下室 （1层）,2000,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1864523343877636096.html,null
独栋·租德公寓 猎德店 新欧式 南向一房一厅 中高楼层 珠江新城猎德花园 高品质 3室1厅,仅剩1间,65.00㎡,1间在租,3室1厅1卫,null,null,null,6099,独栋公寓|拎包入住|近地铁|精装|有阳台|开放厨房,https://gz.lianjia.com/zufang//apartment/62161.html,null
整租·华润置地·瑞府 4室2厅 复式 南,南沙,明珠湾,华润置地·瑞府,111.00㎡,南,4室2厅2卫,高楼层 （11层）,3300,双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1864271163220295680.html,3天前维护
独栋·租德公寓 猎德店 三房一卫 高层30楼 视野广阔 望珠江公园 北欧风 3室1厅,仅剩1间,95.00㎡,1间在租,3室1厅1卫,null,null,null,7999,独栋公寓|拎包入住|近地铁|精装|有阳台|开放厨房,https://gz.lianjia.com/zufang//apartment/62161.html,null
整租·金亚花园 3室2厅 东南,越秀,二沙岛,金亚花园,186.00㎡,东南,3室2厅2卫,中楼层 （7层）,25000,双卫生间,https://gz.lianjia.com/zufang//zufang/GZ1864632145616568320.html,4天前维护
整租·保利心语 1室1厅 北,天河,珠江新城中,保利心语,12.00㎡,北,1室1厅1卫,地下室 （32层）,1100,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1865414759562608640.html,null
整租·金域蓝湾 4室2厅 东南,白云,金沙洲,金域蓝湾,178.00㎡,东南,4室2厅2卫,低楼层 （25层）,8500,近地铁|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ1865654239921963008.html,null
独栋·租德公寓 猎德花园一区店 两房一卫 猎德晟府壹号 中高层 意式轻奢风 高品质 2室1厅,仅剩1间,75.00㎡,1间在租,2室1厅1卫,null,null,null,7999,独栋公寓|拎包入住|精装|有阳台|开放厨房,https://gz.lianjia.com/zufang//apartment/62655.html,null
独栋·租德公寓 猎德花园一区店 珠江新城猎德花园晟府 1号 32楼高品质两房 意式轻奢风 2室1厅,仅剩1间,75.00㎡,1间在租,2室1厅1卫,null,null,null,7288,独栋公寓|拎包入住|精装|有阳台|开放厨房,https://gz.lianjia.com/zufang//apartment/62655.html,null
独栋·租德公寓 猎德花园2区店 四房三卫 28楼 南北对流 入户望广州塔小蛮腰 新中式风格 4室1厅,仅剩1间,160.00㎡,1间在租,4室1厅2卫,null,null,null,15000,独栋公寓|拎包入住|近地铁|精装|有阳台|开放厨房,https://gz.lianjia.com/zufang//apartment/63419.html,null
整租·星河山海湾 3室2厅 东南,南沙,南沙港,星河山海湾,115.00㎡,东南,3室2厅2卫,中楼层 （26层）,3300,近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1872195790231830528.html,null
独栋·青蓝国际社区 广卫路店 半年起租 短租勿问 详情看清楚再问 单间复式  水5元 电1.2元 1室1厅,仅剩1间,25.00㎡,1间在租,1室1厅1卫,null,null,null,2200,独栋公寓|月租|近地铁|精装|开放厨房|押一付一,https://gz.lianjia.com/zufang//apartment/63718.html,null
整租·富力城南区 1室0厅 南/北,白云,夏茅,富力城南区,12.00㎡,南 北,1室0厅0卫,地下室,950,,https://gz.lianjia.com/zufang//zufang/GZ1871860302191001600.html,null
整租·隆辉创意公馆  1室1厅 东,番禺,钟村,隆辉创意公馆,72.00㎡,东,1室1厅1卫,中楼层 （6层）,1900,,https://gz.lianjia.com/zufang//zufang/GZ1855535269361483776.html,null
整租·时代天朗花园 1室0厅 南,白云,同和,时代天朗花园,13.00㎡,南,1室0厅0卫,地下室 （33层）,700,近地铁,https://gz.lianjia.com/zufang//zufang/GZ1856246952161705984.html,null
整租·华景新城逸意居 4室2厅 南,天河,华景新城,华景新城逸意居,136.00㎡,南,4室2厅2卫,高楼层 （31层）,8200,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1856241045696675840.html,null
整租·文昌北路 3室1厅 西,荔湾,龙津,文昌北路,51.23㎡,西,3室1厅1卫,高楼层 （7层）,3800,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1856262501956583424.html,null
整租·纺织路(海珠) 2室1厅 南,海珠,滨江中,纺织路(海珠),87.00㎡,南,2室1厅1卫,低楼层 （9层）,5000,近地铁,https://gz.lianjia.com/zufang//zufang/GZ1855608800938033152.html,null
独栋·优居 鱼珠店 豪华loft一房公寓 近三溪地铁 民用水电（不短租） 1室1厅,仅剩1间,55.00㎡,1间在租,1室1厅1卫,null,null,null,3480,独栋公寓|拎包入住|近地铁|精装|开放厨房|押一付一,https://gz.lianjia.com/zufang//apartment/81220.html,null
整租·富力金港城东区 4室2厅 复式 南,花都,花东镇,富力金港城东区,235.00㎡,南,4室2厅3卫,低楼层 （4层）,10000,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1855601846094135296.html,4天前维护
独栋·优居 星悦广场店 龙禧中心复试公寓一房拎包入住民用水电 1室1厅,仅剩1间,45.00㎡,1间在租,1室1厅1卫,null,null,null,1480,新上|独栋公寓|月租|拎包入住|近地铁|精装|有阳台|开放厨房,https://gz.lianjia.com/zufang//apartment/81343.html,null
整租·宏城大厦 3室2厅 北,花都,旧区,宏城大厦,141.00㎡,北,3室2厅2卫,中楼层 （12层）,2400,近地铁|精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1855831946429464576.html,null
整租·东晓路 2室1厅 南,海珠,东晓路,东晓路,55.00㎡,南,2室1厅1卫,中楼层 （9层）,2600,精装,https://gz.lianjia.com/zufang//zufang/GZ1857000856176558080.html,null
独栋·优居 星悦广场店 小区公寓环境好有安保好停车民用水电 1室1厅,仅剩1间,45.00㎡,1间在租,1室1厅1卫,null,null,null,2180,新上|独栋公寓|月租|拎包入住|近地铁|精装|有阳台|开放厨房,https://gz.lianjia.com/zufang//apartment/81343.html,null
独栋·优居 星悦广场店 不短租龙禧中心复式一房民用水电物业直租 1室1厅,仅剩1间,50.00㎡,1间在租,1室1厅1卫,null,null,null,2180,新上|独栋公寓|月租|拎包入住|近地铁|精装|有阳台|开放厨房,https://gz.lianjia.com/zufang//apartment/81343.html,null
独栋·WowWay公寓 马场店 特价高楼层小阳台单间 押一付一 员村品牌公寓直租 开间,仅剩2间,30.00㎡,2间在租,1室0厅1卫,null,null,null,2800-3000,独栋公寓|月租|近地铁|精装|有阳台|开放厨房|押一付一,https://gz.lianjia.com/zufang//apartment/81523.html,null
整租·振业天颂花园 1室0厅 南/北,荔湾,广钢新城,振业天颂花园,12.00㎡,南 北,1室0厅0卫,地下室,600,近地铁,https://gz.lianjia.com/zufang//zufang/GZ1857345081149751296.html,null
独栋·北欧公寓 立方 近琶洲万胜围 全屋定制 民电民水 干湿分离 1室1厅,仅剩1间,48.00㎡,1间在租,1室1厅1卫,null,null,null,2078,独栋公寓|月租|拎包入住|精装|有阳台|开放厨房,https://gz.lianjia.com/zufang//apartment/81617.html,null
整租·灵山岛金茂湾二期 3室2厅 东南/南,南沙,明珠湾,灵山岛金茂湾二期,98.00㎡,东南 南,3室2厅2卫,低楼层 （31层）,3900,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ1857292428717850624.html,3天前维护
整租·中交汇通中心 1室1厅 南,南沙,明珠湾,中交汇通中心,48.00㎡,南,1室1厅1卫,低楼层 （30层）,1600,随时看房,https://gz.lianjia.com/zufang//zufang/GZ1856619263142395904.html,null
独栋·北欧公寓 立方 近万胜围琶洲生物岛 民水民电 干湿分离 全屋定制 1室1厅,仅剩1间,48.00㎡,1间在租,1室1厅1卫,null,null,null,2280,独栋公寓|月租|拎包入住|精装|有阳台|开放厨房,https://gz.lianjia.com/zufang//apartment/81617.html,null
整租·官洲北苑 4室2厅 南,海珠,官洲,官洲北苑,123.00㎡,南,4室2厅2卫,低楼层 （12层）,3900,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1856560753935384576.html,3天前维护
整租·湾区·金融城 4室2厅 东南,南沙,明珠湾,湾区·金融城,137.00㎡,东南,4室2厅2卫,中楼层 （32层）,3800,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ1856702866211733504.html,null
整租·站前路(荔湾) 2室1厅 北,荔湾,流花站前,站前路(荔湾),45.00㎡,北,2室1厅1卫,高楼层 （6层）,2200,近地铁,https://gz.lianjia.com/zufang//zufang/GZ1856985944951881728.html,null
独栋·WowWay公寓 北京路店 【住在北京路】阳光大户型！押一付一！近地铁 1室1厅,仅剩4间,25.00-28.00㎡,4间在租,1室1厅1卫,null,null,null,3200-3300,独栋公寓|月租|近地铁|精装|开放厨房|押一付一,https://gz.lianjia.com/zufang//apartment/81660.html,null
整租·星汇城 4室2厅 东南,黄埔,知识城,星汇城,104.00㎡,东南,4室2厅2卫,低楼层 （34层）,3500,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ1858022194488016896.html,5天前维护
整租·合景睿峰L7 1室0厅 东,天河,珠江新城东,合景睿峰L7,15.00㎡,东,1室0厅0卫,地下室 （41层）,1000,精装,https://gz.lianjia.com/zufang//zufang/GZ1858049917398810624.html,5天前维护
独栋·榕寓 榕寓 押一付一【不短租】大阳台大单间 1室1厅,仅剩1间,36.00㎡,1间在租,1室1厅1卫,null,null,null,2320,新上|独栋公寓|月租|拎包入住|近地铁|精装|有阳台|开放厨房|押一付一,https://gz.lianjia.com/zufang//apartment/81656.html,null
独栋·榕寓 榕寓 【押一付一】【不短租】实图实价公寓直租大飘窗带阳台 开间,仅剩1间,30.00㎡,1间在租,1室0厅1卫,null,null,null,2220,新上|独栋公寓|月租|拎包入住|近地铁|精装|有阳台|开放厨房|押一付一,https://gz.lianjia.com/zufang//apartment/81656.html,null
独栋·榕寓 榕寓 押一付一【不短租】榕寓大阳台首月免租15天 1室1厅,仅剩1间,30.00㎡,1间在租,1室1厅1卫,null,null,null,2220,新上|独栋公寓|月租|近地铁|精装|有阳台|开放厨房|押一付一,https://gz.lianjia.com/zufang//apartment/81656.html,null
独栋·榕寓 榕寓 【不短租】阳台大单间南北通透采光非常nice24小时管家服务 1室1厅,仅剩1间,40.00㎡,1间在租,1室1厅1卫,null,null,null,2220,新上|独栋公寓|月租|近地铁|精装|有阳台|开放厨房|押一付一,https://gz.lianjia.com/zufang//apartment/81656.html,null
整租·侨苑小区(天河区) 3室1厅 东北,天河,体育中心,侨苑小区(天河区),97.00㎡,东北,3室1厅1卫,低楼层 （8层）,5500,近地铁,https://gz.lianjia.com/zufang//zufang/GZ1857763352726470656.html,2天前维护
独栋·榕寓 榕寓 押一付一【不短租】黄陂地铁口南向大单间现在签约送健身卷 1室1厅,仅剩1间,40.00㎡,1间在租,1室1厅1卫,null,null,null,2220,新上|独栋公寓|月租|近地铁|精装|有阳台|开放厨房|押一付一,https://gz.lianjia.com/zufang//apartment/81656.html,null
独栋·唯家公寓· 板桥村桥头岗4号 板桥特价小单间/南村板桥 开间,仅剩1间,20.00㎡,1间在租,1室0厅1卫,null,null,null,1000,独栋公寓|月租|拎包入住|精装|有阳台|开放厨房,https://gz.lianjia.com/zufang//apartment/22283.html,null
独栋·唯家公寓· 板桥村桥头岗4号 阳光单间/南村板桥 1室1厅,仅剩1间,25.00㎡,1间在租,1室1厅1卫,null,null,null,1200,独栋公寓|月租|拎包入住|精装|有阳台|开放厨房,https://gz.lianjia.com/zufang//apartment/22283.html,null
整租·万科府前一号 4室2厅 南,南沙,南沙区府,万科府前一号,143.00㎡,南,4室2厅2卫,中楼层 （18层）,2900,双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2011345557208956928.html,null
整租·美好家园 3室2厅 南,白云,黄石,美好家园,125.00㎡,南,3室2厅2卫,高楼层 （10层）,3700,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2011344304131276800.html,2天前维护
整租·丽景大厦 3室2厅 西北,花都,旧区,丽景大厦,138.00㎡,西北,3室2厅2卫,低楼层 （12层）,1895,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2011343725023723520.html,null
整租·万科东荟城 1室1厅 南/北,黄埔,香雪,万科东荟城,37.00㎡,南 北,1室1厅1卫,中楼层 （12层）,1600,近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2011354057129590784.html,1天前维护
整租·骏辉楼 3室2厅 南,花都,新区,骏辉楼,100.00㎡,南,3室2厅1卫,低楼层 （9层）,2500,近地铁,https://gz.lianjia.com/zufang//zufang/GZ2011381896826585088.html,1天前维护
整租·远洋明珠大厦 4室2厅 东南,天河,珠江新城西,远洋明珠大厦,147.00㎡,东南,4室2厅1卫,中楼层 （25层）,12000,近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2011366691035938816.html,null
整租·碧桂园豪园林湖苑 3室1厅 南,增城,增城碧桂园,碧桂园豪园林湖苑,104.00㎡,南,3室1厅2卫,高楼层 （22层）,1500,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2011373026859286528.html,null
整租·万科幸福誉 3室2厅 南,黄埔,知识城,万科幸福誉,88.00㎡,南,3室2厅1卫,中楼层 （34层）,3000,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2011372463488761856.html,null
整租·招商城市主场 1室1厅 北,番禺,万博,招商城市主场,40.00㎡,北,1室1厅1卫,中楼层 （14层）,2400,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2011372768473382912.html,1天前维护
独栋·唯家公寓· 员岗中路店 地铁员岗站  复式户型 朝东向 民用电 1室1厅,仅剩1间,35.00㎡,1间在租,1室1厅1卫,null,null,null,1850,独栋公寓|月租|拎包入住|近地铁|精装|有阳台|开放厨房,https://gz.lianjia.com/zufang//apartment/22282.html,null
整租·海丝知识中心 2室1厅 东南/南,黄埔,知识城,海丝知识中心,58.32㎡,东南 南,2室1厅1卫,低楼层 （19层）,2400,近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2011369884235071488.html,2天前维护
整租·西福蓝湾 3室2厅 东南,增城,朱村,西福蓝湾,86.00㎡,东南,3室2厅1卫,高楼层 （26层）,1900,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2011368711461535744.html,null
整租·花语阳光花园 3室2厅 南,南沙,明珠湾,花语阳光花园,122.57㎡,南,3室2厅2卫,低楼层 （30层）,1800,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2011370827458543616.html,1天前维护
整租·华荟南景园 3室2厅 南,番禺,桥南,华荟南景园,109.00㎡,南,3室2厅2卫,低楼层 （16层）,3500,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ2011374078811701248.html,今天维护
整租·万科幸福誉 3室2厅 北/东北,黄埔,知识城,万科幸福誉,88.00㎡,北 东北,3室2厅1卫,中楼层 （34层）,3000,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2011375958547759104.html,2天前维护
整租·东海嘉园 3室1厅 西北,越秀,五羊新城,东海嘉园,116.00㎡,西北,3室1厅1卫,高楼层 （24层）,8000,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2011374224639262720.html,null
整租·城投·首筑花园 3室2厅 南,南沙,横沥,城投·首筑花园,120.00㎡,南,3室2厅2卫,中楼层 （21层）,3400,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2011375310385184768.html,null
独栋·乐尔菲公寓 广州南站店 石壁地铁口3房140平，商住两用 3室2厅,仅剩4间,140.00㎡,4间在租,3室2厅2卫,null,null,null,4300-4800,独栋公寓|月租|拎包入住|近地铁|精装|有阳台|开放厨房,https://gz.lianjia.com/zufang//apartment/44339.html,null
整租·城西花园 2室1厅 西南,白云,金沙洲,城西花园,57.00㎡,西南,2室1厅1卫,低楼层 （7层）,2700,近地铁|精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2011378268078342144.html,4天前维护
独栋·塞纳河公寓 板桥地铁站店 长租半年公寓！ 押1付1 自有物业直租 无中间商赚差价 1室1厅,仅剩2间,38.00-40.00㎡,2间在租,1室1厅1卫,null,null,null,1998-2098,独栋公寓|月租|近地铁|精装|有阳台|开放厨房|押一付一,https://gz.lianjia.com/zufang//apartment/42446.html,null
整租·IPC港航中心 1室0厅 南,黄埔,鱼珠,IPC港航中心,12.00㎡,南,1室0厅0卫,地下室 （2层）,600,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2011380759859822592.html,null
整租·真功夫总部大楼 1室1厅 复式 南,南沙,金洲,真功夫总部大楼,56.00㎡,南,1室1厅1卫,中楼层 （9层）,1600,精装,https://gz.lianjia.com/zufang//zufang/GZ2011384078057603072.html,2天前维护
独栋·易安居 龙蟠花园房东直租 小区精装三房 房东直租 押一付一 无中介费 3室2厅,仅剩2间,112.00㎡,2间在租,3室2厅1卫,null,null,null,5180-5880,独栋公寓|月租|拎包入住|近地铁|精装|有阳台|开放厨房,https://gz.lianjia.com/zufang//apartment/39702.html,null
整租·五山花园 3室1厅 西,天河,五山,五山花园,85.00㎡,西,3室1厅1卫,中楼层 （16层）,5800,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2011386207598018560.html,null
整租·拥翠小区 2室1厅 南,越秀,建设路,拥翠小区,55.00㎡,南,2室1厅1卫,高楼层 （7层）,3000,近地铁|随时看房,https://gz.lianjia.com/zufang//zufang/GZ2011385099651645440.html,3天前维护
独栋·融寓 华工店 【长租88折先到先得 】近地铁 近华农华工 融寓品牌公寓 免费健身区 实拍欧式朝北中单间 开间,仅剩2间,21.61-22.00㎡,2间在租,1室0厅1卫,null,null,null,2515-2544,独栋公寓|月租|近地铁|精装|有阳台|押一付一,https://gz.lianjia.com/zufang//apartment/40933.html,null
整租·天成大厦 2室1厅 东/南/北,天河,龙口西,天成大厦,65.00㎡,东 南 北,2室1厅1卫,中楼层 （32层）,4500,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ2011391794209619968.html,null
整租·锦绣半岛东区 1室1厅 东南,番禺,南浦,锦绣半岛东区,12.50㎡,东南,1室1厅0卫,地下室 （1层）,400,,https://gz.lianjia.com/zufang//zufang/GZ2011391975361609728.html,null
独栋·泊寓 坑口店 【预约看房立减600元】近中海花湾 广钢新城  带电梯 民水民电 带阳台单间 开间,仅剩1间,30.17㎡,1间在租,1室0厅1卫,null,null,null,2099,独栋公寓|月租|近地铁|精装|有阳台|押一付一,https://gz.lianjia.com/zufang//apartment/19087.html,null
整租·粤信广场 2室1厅 东南,海珠,赤岗,粤信广场,80.70㎡,东南,2室1厅1卫,高楼层 （21层）,5000,,https://gz.lianjia.com/zufang//zufang/GZ1925062774874963968.html,2天前维护
整租·警官学院 4室1厅 南/北,海珠,滨江中,警官学院,99.00㎡,南 北,4室1厅1卫,中楼层 （9层）,4550,,https://gz.lianjia.com/zufang//zufang/GZ1925051531317477376.html,null
整租·湾区·金融城 4室2厅 南,南沙,明珠湾,湾区·金融城,140.00㎡,南,4室2厅2卫,中楼层 （32层）,4000,精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ1925091589076549632.html,null
独栋·泊寓 坑口店 【新东方员工享95折】首月立减600元 鹤洞、坑口地铁口 东晓南 上下九 江南西 单间带烘干 开间,仅剩1间,30.45㎡,1间在租,1室0厅1卫,null,null,null,2049,独栋公寓|月租|近地铁|精装|押一付一,https://gz.lianjia.com/zufang//apartment/19087.html,null
整租·富力金港城东区 3室2厅 南,花都,花东镇,富力金港城东区,126.00㎡,南,3室2厅1卫,低楼层 （18层）,2400,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1924825574946111488.html,null
整租·德政南路 1室0厅 东/东南/南/西南,越秀,越秀南,德政南路,121.55㎡,东 东南 南 西南,1室0厅1卫,低楼层 （8层）,30387,近地铁,https://gz.lianjia.com/zufang//zufang/GZ1925049049744932864.html,null
整租·明珠湾壹号 4室2厅 南/北,南沙,明珠湾,明珠湾壹号,380.00㎡,南 北,4室2厅4卫,低楼层 （27层）,33000,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1925070286441414656.html,1天前维护
整租·建设横马路 1室0厅 南/北,越秀,建设路,建设横马路,100.00㎡,南 北,1室0厅1卫,低楼层 （8层）,20000,,https://gz.lianjia.com/zufang//zufang/GZ1925107475237830656.html,null
独栋·泊寓 坑口店 【首月立减600元】 广佛线沙园 可转2号线 11号线 近海珠区  阳光单间 开间,仅剩1间,49.53㎡,1间在租,1室0厅1卫,null,null,null,2299,独栋公寓|月租|近地铁|精装|有阳台|押一付一,https://gz.lianjia.com/zufang//apartment/19087.html,null
独栋·森悦创享 鹅掌坦店 鹅掌坦地铁上盖 特惠小单间 开间,仅剩1间,20.00㎡,1间在租,1室0厅1卫,null,null,null,1799,独栋公寓|近地铁|精装|有阳台|开放厨房,https://gz.lianjia.com/zufang//apartment/21516.html,null
整租·碧桂园凤凰城凤凰名苑 4室2厅 北,增城,凤凰城,碧桂园凤凰城凤凰名苑,103.00㎡,北,4室2厅2卫,低楼层 （32层）,3600,精装|双卫生间|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1924742580017299456.html,null
整租·智景花苑 1室1厅 南,天河,车陂,智景花苑,40.00㎡,南,1室1厅1卫,低楼层 （15层）,2000,近地铁|精装,https://gz.lianjia.com/zufang//zufang/GZ1924773627056619520.html,null
整租·富力公园28 2室2厅 西北,天河,珠江新城东,富力公园28,102.00㎡,西北,2室2厅1卫,中楼层 （48层）,9500,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1924455818611130368.html,null
独栋·敏捷泊舍公寓 长隆御峰店 [活动特惠]近3号线大石地铁口 潮联大厦 轻奢温馨大单间 1室1厅,仅剩1间,52.00㎡,1间在租,1室1厅1卫,null,null,null,2250,独栋公寓|月租|精装|有阳台|开放厨房|押一付一,https://gz.lianjia.com/zufang//apartment/21878.html,null
整租·华景新城翠景园 3室2厅 东/西,天河,华景新城,华景新城翠景园,97.00㎡,东 西,3室2厅2卫,中楼层 （9层）,4600,近地铁|精装|双卫生间,https://gz.lianjia.com/zufang//zufang/GZ1924733649631051776.html,1天前维护
整租·东方广场 1室0厅 南/北,越秀,环市东,东方广场,36.00㎡,南 北,1室0厅1卫,中楼层 （32层）,3600,精装|随时看房,https://gz.lianjia.com/zufang//zufang/GZ1924713563650260992.html,null
整租·海力花园 3室2厅 东北,南沙,进港大道,海力花园,89.00㎡,东北,3室2厅1卫,高楼层 （12层）,1800,随时看房,https://gz.lianjia.com/zufang//zufang/GZ1924762144042123264.html,null
